iter	RMSE
452	1709.486342
453	1709.214662
454	1708.734817
455	1708.321807
456	1707.939102
457	1707.604974
458	1707.269864
459	1706.915296
460	1706.622399
461	1706.311229
462	1706.036911
463	1705.588407
464	1705.253289
465	1704.837419
466	1704.575213
467	1704.24691
468	1703.879217
469	1703.412039
470	1703.014525
471	1702.586866
472	1702.246688
473	1702.01459
474	1701.649745
475	1701.32532
476	1700.859079
477	1700.306867
478	1699.985057
479	1699.655439
480	1699.285252
481	1698.901149
482	1698.481988
483	1698.195846
484	1697.831954
485	1697.565061
486	1697.217038
487	1696.882189
488	1696.610609
489	1696.226398
490	1695.830979
491	1695.546807
492	1695.222102
493	1694.914414
494	1694.52389
495	1694.251329
496	1693.961156
497	1693.660247
498	1693.346954
499	1692.935936
500	1692.660306
501	1692.412784
502	1692.13038
503	1691.859668
504	1691.591996
505	1691.253482
506	1690.902781
507	1690.556543
508	1690.265868
509	1689.788765
510	1689.511269
511	1689.187101
512	1688.868131
513	1688.520981
514	1688.235593
515	1687.876102
516	1687.534224
517	1687.2036
518	1686.762275
519	1686.532538
520	1686.356802
521	1685.922725
522	1685.669798
523	1685.355571
524	1685.037206
525	1684.622662
526	1684.204544
527	1683.885292
528	1683.636816
529	1683.382628
530	1683.146239
531	1682.839514
532	1682.46051
533	1682.246008
534	1682.061741
535	1681.723947
536	1681.481993
537	1681.184087
538	1680.952817
539	1680.650858
540	1680.434743
541	1680.225602
542	1679.913791
543	1679.676152
544	1679.384353
545	1679.123996
546	1678.770799
547	1678.497287
548	1678.280043
549	1677.986657
550	1677.785167
551	1677.534531
552	1677.267135
553	1676.900952
554	1676.617908
555	1676.334045
556	1676.043993
557	1675.837573
558	1675.604046
559	1675.387333
560	1675.073321
561	1674.897484
562	1674.546434
563	1674.399268
564	1674.21948
565	1673.928923
566	1673.618691
567	1673.449508
568	1673.214668
569	1673.014414
570	1672.609982
571	1672.438015
572	1672.180994
573	1671.893366
574	1671.56536
575	1671.271906
576	1671.011521
577	1670.732728
578	1670.513726
579	1670.243412
580	1669.976618
581	1669.664037
582	1669.456919
583	1669.205713
584	1669.063819
585	1668.68221
586	1668.504848
587	1668.270951
588	1668.046586
589	1667.811278
590	1667.583931
591	1667.380834
592	1667.159919
593	1667.019909
594	1666.752167
595	1666.365774
596	1666.108304
597	1665.782908
598	1665.445496
599	1665.255132
600	1664.939503
601	1664.682337
602	1664.455982
603	1664.253585
604	1663.929448
605	1663.634238
606	1663.449251
607	1663.099628
608	1662.816012
609	1662.453896
610	1662.272417
611	1662.040999
612	1661.747161
613	1661.53506
614	1661.152076
615	1661.026783
616	1660.779788
617	1660.50689
618	1660.263446
619	1659.953839
620	1659.746625
621	1659.548573
622	1659.251083
623	1659.0001
624	1658.739735
625	1658.480725
626	1658.263483
627	1658.021528
628	1657.826854
629	1657.655864
630	1657.476576
631	1657.225938
632	1657.107647
633	1656.794365
634	1656.526072
635	1656.17255
636	1655.876325
637	1655.717739
638	1655.559353
639	1655.338544
640	1655.009922
641	1654.838612
642	1654.685539
643	1654.357237
644	1654.035517
645	1653.819008
646	1653.483053
647	1653.221807
648	1652.939856
649	1652.723972
650	1652.587104
651	1652.449871
652	1652.221143
653	1651.955137
654	1651.769815
655	1651.55326
656	1651.308307
657	1650.958699
658	1650.706059
659	1650.443765
660	1650.238385
661	1649.979642
662	1649.69625
663	1649.500194
664	1649.33967
665	1649.173087
666	1649.003432
667	1648.832862
668	1648.607219
669	1648.435848
670	1648.301395
671	1648.085336
672	1647.713165
673	1647.524931
674	1647.349902
675	1646.992479
676	1646.701606
677	1646.554332
678	1646.312052
679	1646.006072
680	1645.820401
681	1645.581747
682	1645.437316
683	1645.158934
684	1644.97744
685	1644.813673
686	1644.665544
687	1644.495566
688	1644.25619
689	1643.970501
690	1643.776238
691	1643.581996
692	1643.321859
693	1643.154899
694	1642.907668
695	1642.673248
696	1642.515414
697	1642.327718
698	1642.140484
699	1641.865873
700	1641.717367
701	1641.473081
702	1641.268165
703	1641.088085
704	1640.872859
705	1640.714836
706	1640.50738
707	1640.19681
708	1639.967844
709	1639.765208
710	1639.656075
711	1639.367219
712	1639.238403
713	1639.127172
714	1638.976664
715	1638.742948
716	1638.473641
717	1638.330962
718	1637.997852
719	1637.665417
720	1637.560766
721	1637.38405
722	1637.175547
723	1636.94606
724	1636.701877
725	1636.497508
726	1636.178133
727	1635.870036
728	1635.702379
729	1635.519879
730	1635.322064
731	1635.051402
732	1634.875188
733	1634.655594
734	1634.523232
735	1634.308481
736	1634.143204
737	1633.94402
738	1633.744812
739	1633.547127
740	1633.394822
741	1633.254769
742	1633.106248
743	1632.962959
744	1632.654965
745	1632.48796
746	1632.282875
747	1632.194235
748	1631.972324
749	1631.584195
750	1631.374841
751	1631.219951
752	1631.069875
753	1630.88805
754	1630.687683
755	1630.46006
756	1630.281371
757	1630.043893
758	1629.81106
759	1629.523122
760	1629.294413
761	1629.171251
762	1629.026385
763	1628.847621
764	1628.738645
765	1628.584515
766	1628.35476
767	1627.990038
768	1627.812408
769	1627.549772
770	1627.368288
771	1627.288192
772	1627.064347
773	1626.960705
774	1626.674267
775	1626.554373
776	1626.442492
777	1626.324063
778	1626.13376
779	1626.014987
780	1625.80607
781	1625.69215
782	1625.522472
783	1625.268141
784	1625.070551
785	1624.88333
786	1624.646494
787	1624.520537
788	1624.362793
789	1624.241367
790	1624.049869
791	1623.813353
792	1623.718537
793	1623.576776
794	1623.385276
795	1623.258403
796	1622.986652
797	1622.855721
798	1622.523036
799	1622.301231
800	1622.189301
801	1622.016806
802	1621.881773
803	1621.570088
804	1621.374454
805	1621.235407
806	1621.121938
807	1621.015732
808	1620.850633
809	1620.656418
810	1620.447272
811	1620.292829
812	1620.076557
813	1619.867032
814	1619.636301
815	1619.456982
816	1619.363465
817	1619.166136
818	1619.079686
819	1618.855328
820	1618.71839
821	1618.501827
822	1618.362133
823	1618.211612
824	1618.080007
825	1617.929229
826	1617.747654
827	1617.62775
828	1617.399613
829	1617.294073
830	1617.176275
831	1617.103636
832	1616.875435
833	1616.723482
834	1616.636931
835	1616.439483
836	1616.241123
837	1616.131579
838	1616.002967
839	1615.79042
840	1615.623668
841	1615.486019
842	1615.331626
843	1615.19632
844	1614.969228
845	1614.709519
846	1614.562995
847	1614.363782
848	1614.184923
849	1614.07437
850	1613.969874
851	1613.779017
852	1613.636101
853	1613.555123
854	1613.424255
855	1613.267889
856	1613.147284
857	1612.982607
858	1612.776042
859	1612.553131
860	1612.361261
861	1612.221217
862	1612.017201
863	1611.869473
864	1611.753466
865	1611.638263
866	1611.45255
867	1611.283843
868	1611.197103
869	1611.021806
870	1610.879342
871	1610.715226
872	1610.546417
873	1610.391723
874	1610.199408
875	1610.015244
876	1609.940505
877	1609.786683
878	1609.551649
879	1609.413117
880	1609.240687
881	1609.057972
882	1608.913651
883	1608.625938
884	1608.427029
885	1608.277498
886	1608.150062
887	1607.93916
888	1607.762583
889	1607.521184
890	1607.374661
891	1607.247724
892	1607.07101
893	1606.947825
894	1606.809707
895	1606.648632
896	1606.429541
897	1606.267408
898	1606.175575
899	1605.928257
900	1605.728947
901	1605.579141
902	1605.444466
903	1605.348572
904	1605.187327
905	1605.042485
906	1604.897558
907	1604.744618
908	1604.574987
909	1604.498027
910	1604.33859
911	1604.168201
912	1604.05845
913	1603.810515
914	1603.640202
915	1603.530519
916	1603.359619
917	1603.139889
918	1603.030792
919	1602.892261
920	1602.804998
921	1602.684246
922	1602.522198
923	1602.258123
924	1602.056271
925	1601.964371
926	1601.831076
927	1601.662627
928	1601.521829
929	1601.420225
930	1601.315192
931	1601.148119
932	1601.056842
933	1600.944911
934	1600.791947
935	1600.661756
936	1600.550374
937	1600.481283
938	1600.270271
939	1600.145211
940	1599.985086
941	1599.881613
942	1599.667547
943	1599.587835
944	1599.398632
945	1599.183942
946	1598.975046
947	1598.786015
948	1598.661153
949	1598.623524
950	1598.488272
951	1598.303149
952	1598.173594
953	1598.025096
954	1597.868845
955	1597.770281
956	1597.638226
957	1597.514814
958	1597.330507
959	1597.209355
960	1597.099263
961	1596.926494
962	1596.763376
963	1596.544865
964	1596.43199
965	1596.283992
966	1596.082314
967	1595.984093
968	1595.790985
969	1595.645319
970	1595.54605
971	1595.337641
972	1595.199554
973	1595.082841
974	1595.006415
975	1594.778872
976	1594.675044
977	1594.497303
978	1594.328005
979	1594.211638
980	1594.023124
981	1593.90131
982	1593.741029
983	1593.592945
984	1593.43389
985	1593.279109
986	1593.2135
987	1593.017543
988	1592.853901
989	1592.756123
990	1592.640823
991	1592.435838
992	1592.367349
993	1592.201381
994	1592.036537
995	1591.91706
996	1591.716059
997	1591.671044
998	1591.572283
999	1591.446123
1000	1591.283403
1001	1591.174035
1002	1590.986427
1003	1590.895654
1004	1590.788999
1005	1590.643673
1006	1590.523731
1007	1590.362221
1008	1590.2463
1009	1590.12339
1010	1590.010271
1011	1589.872178
1012	1589.746822
1013	1589.570747
1014	1589.374649
1015	1589.220827
1016	1589.122376
1017	1588.991195
1018	1588.900303
1019	1588.708104
1020	1588.448108
1021	1588.288847
1022	1588.195988
1023	1588.11637
1024	1587.972398
1025	1587.850473
1026	1587.657176
1027	1587.546236
1028	1587.35945
1029	1587.280478
1030	1587.211786
1031	1587.060741
1032	1586.929827
1033	1586.780325
1034	1586.657671
1035	1586.514536
1036	1586.388607
1037	1586.306675
1038	1586.258077
1039	1586.163113
1040	1585.970747
1041	1585.828609
1042	1585.664182
1043	1585.489222
1044	1585.353924
1045	1585.273887
1046	1585.150428
1047	1584.99051
1048	1584.811913
1049	1584.697112
1050	1584.53168
1051	1584.33276
1052	1584.186852
1053	1584.05044
1054	1584.001199
1055	1583.842698
1056	1583.73642
1057	1583.639436
1058	1583.485347
1059	1583.309782
1060	1583.153703
1061	1582.997976
1062	1582.860682
1063	1582.777291
1064	1582.68625
1065	1582.51744
1066	1582.371648
1067	1582.278555
1068	1582.165872
1069	1582.012346
1070	1581.868127
1071	1581.741596
1072	1581.596176
1073	1581.515814
1074	1581.330239
1075	1581.206953
1076	1581.113073
1077	1581.005287
1078	1580.936847
1079	1580.808596
1080	1580.686355
1081	1580.614904
1082	1580.382537
1083	1580.251743
1084	1580.159988
1085	1580.044671
1086	1579.960253
1087	1579.86201
1088	1579.739807
1089	1579.589499
1090	1579.442482
1091	1579.262704
1092	1579.101234
1093	1579.019144
1094	1578.920559
1095	1578.777559
1096	1578.633231
1097	1578.503933
1098	1578.336055
1099	1578.14061
1100	1578.038324
1101	1577.935478
1102	1577.855617
1103	1577.646656
1104	1577.546702
1105	1577.429299
1106	1577.285056
1107	1577.14483
1108	1576.96215
1109	1576.791596
1110	1576.702666
1111	1576.574291
1112	1576.46144
1113	1576.309369
1114	1576.105443
1115	1576.042834
1116	1575.956033
1117	1575.818359
1118	1575.667847
1119	1575.517593
1120	1575.408709
1121	1575.309177
1122	1575.137983
1123	1575.067819
1124	1574.98133
1125	1574.763336
1126	1574.694752
1127	1574.538668
1128	1574.469177
1129	1574.35491
1130	1574.236226
1131	1574.04426
1132	1573.974691
1133	1573.806151
1134	1573.714398
1135	1573.623517
1136	1573.550684
1137	1573.504732
1138	1573.328218
1139	1573.231601
1140	1573.059803
1141	1572.964323
1142	1572.887141
1143	1572.752286
1144	1572.627472
1145	1572.500093
1146	1572.406094
1147	1572.306391
1148	1572.207458
1149	1572.07065
1150	1571.94528
1151	1571.840559
1152	1571.71766
1153	1571.604035
1154	1571.50067
1155	1571.392351
1156	1571.215545
1157	1571.038508
1158	1570.935456
1159	1570.787761
1160	1570.677105
1161	1570.584184
1162	1570.490986
1163	1570.411439
1164	1570.184378
1165	1570.031402
1166	1569.906154
1167	1569.77136
1168	1569.667307
1169	1569.577567
1170	1569.475187
1171	1569.384293
1172	1569.298047
1173	1569.218093
1174	1569.09729
1175	1568.955733
1176	1568.845776
1177	1568.611369
1178	1568.544964
1179	1568.428091
1180	1568.337833
1181	1568.153653
1182	1568.042863
1183	1567.915655
1184	1567.836893
1185	1567.7178
1186	1567.631545
1187	1567.484356
1188	1567.398805
1189	1567.275977
1190	1567.093532
1191	1566.95667
1192	1566.78965
1193	1566.590341
1194	1566.481259
1195	1566.343137
1196	1566.281012
1197	1566.221921
1198	1566.041695
1199	1565.933007
1200	1565.802218
1201	1565.652372
1202	1565.532915
1203	1565.352877
1204	1565.209317
1205	1565.113479
1206	1564.989635
1207	1564.866242
1208	1564.742139
1209	1564.636553
1210	1564.546698
1211	1564.434637
1212	1564.330575
1213	1564.216285
1214	1564.145256
1215	1564.018947
1216	1563.824985
1217	1563.726621
1218	1563.599505
1219	1563.514612
1220	1563.378763
1221	1563.279475
1222	1563.168695
1223	1563.010969
1224	1562.900504
1225	1562.785263
1226	1562.660714
1227	1562.535689
1228	1562.417242
1229	1562.308587
1230	1562.17145
1231	1562.066711
1232	1561.946337
1233	1561.765915
1234	1561.661463
1235	1561.553863
1236	1561.436947
1237	1561.342281
1238	1561.185865
1239	1561.099297
1240	1560.991293
1241	1560.885678
1242	1560.797051
1243	1560.66415
1244	1560.45767
1245	1560.338402
1246	1560.228494
1247	1560.132759
1248	1559.9295
1249	1559.851076
1250	1559.700092
1251	1559.607528
1252	1559.511483
1253	1559.395039
1254	1559.313595
1255	1559.189759
1256	1559.083569
1257	1558.838664
1258	1558.703269
1259	1558.593377
1260	1558.506236
1261	1558.377727
1262	1558.293082
1263	1558.177161
1264	1558.068853
1265	1557.936239
1266	1557.794473
1267	1557.69528
1268	1557.58259
1269	1557.469794
1270	1557.399417
1271	1557.300612
1272	1557.17555
1273	1557.033158
1274	1556.916555
1275	1556.818782
1276	1556.72919
1277	1556.638831
1278	1556.523247
1279	1556.445997
1280	1556.408234
1281	1556.2778
1282	1556.125177
1283	1555.968954
1284	1555.843279
1285	1555.752013
1286	1555.616747
1287	1555.57306
1288	1555.528173
1289	1555.414045
1290	1555.294827
1291	1555.207469
1292	1555.149438
1293	1555.05974
1294	1554.967849
1295	1554.9001
1296	1554.750063
1297	1554.667087
1298	1554.579284
1299	1554.482523
1300	1554.289454
1301	1554.197334
1302	1554.096362
1303	1553.960121
1304	1553.879021
1305	1553.790957
1306	1553.687105
1307	1553.514544
1308	1553.40994
1309	1553.322442
1310	1553.243699
1311	1553.142678
1312	1553.068369
1313	1553.018863
1314	1552.874458
1315	1552.708723
1316	1552.566344
1317	1552.454455
1318	1552.372504
1319	1552.247394
1320	1552.099097
1321	1551.960158
1322	1551.818296
1323	1551.695299
1324	1551.582556
1325	1551.430104
1326	1551.337825
1327	1551.292193
1328	1551.186716
1329	1551.008434
1330	1550.928954
1331	1550.811792
1332	1550.718426
1333	1550.645984
1334	1550.489723
1335	1550.412552
1336	1550.327445
1337	1550.22275
1338	1550.175353
1339	1550.068827
1340	1549.946267
1341	1549.878404
1342	1549.801478
1343	1549.728078
1344	1549.664024
1345	1549.537368
1346	1549.467793
1347	1549.406023
1348	1549.324827
1349	1549.25119
1350	1549.171308
1351	1549.092961
1352	1549.018115
1353	1548.915496
1354	1548.853111
1355	1548.75193
1356	1548.626516
1357	1548.502825
1358	1548.388601
1359	1548.304786
1360	1548.164013
1361	1547.992397
1362	1547.854934
1363	1547.632242
1364	1547.53222
1365	1547.415528
1366	1547.286611
1367	1547.201228
1368	1547.145264
1369	1547.043303
1370	1546.869541
1371	1546.794967
1372	1546.748893
1373	1546.686585
1374	1546.538555
1375	1546.450829
1376	1546.366656
1377	1546.26998
1378	1546.149018
1379	1546.092275
1380	1545.913337
1381	1545.808844
1382	1545.670453
1383	1545.58547
1384	1545.456067
1385	1545.360668
1386	1545.255883
1387	1545.169414
1388	1545.049098
1389	1544.966437
1390	1544.852463
1391	1544.71771
1392	1544.580939
1393	1544.485323
1394	1544.391562
1395	1544.318709
1396	1544.228291
1397	1544.14352
1398	1544.083705
1399	1543.984821
1400	1543.828913
1401	1543.75036
1402	1543.689789
1403	1543.616624
1404	1543.495715
1405	1543.366167
1406	1543.294496
1407	1543.217847
1408	1543.100281
1409	1542.988724
1410	1542.96618
1411	1542.857375
1412	1542.7893
1413	1542.66721
1414	1542.604721
1415	1542.50298
1416	1542.418268
1417	1542.34047
1418	1542.22667
1419	1542.157919
1420	1542.0421
1421	1541.967308
1422	1541.931434
1423	1541.798432
1424	1541.742792
1425	1541.645284
1426	1541.568407
1427	1541.521413
1428	1541.442906
1429	1541.400913
1430	1541.31039
1431	1541.276873
1432	1541.138184
1433	1541.065268
1434	1540.950256
1435	1540.908515
1436	1540.806372
1437	1540.671204
1438	1540.469521
1439	1540.288488
1440	1540.250696
1441	1540.155028
1442	1540.07916
1443	1540.017589
1444	1539.881453
1445	1539.811327
1446	1539.728442
1447	1539.569392
1448	1539.531393
1449	1539.396852
1450	1539.196976
1451	1539.124971
1452	1539.071031
1453	1538.995554
1454	1538.845849
1455	1538.739126
1456	1538.66927
1457	1538.596106
1458	1538.528069
1459	1538.403602
1460	1538.320847
1461	1538.218569
1462	1538.179838
1463	1538.088339
1464	1538.022594
1465	1537.914515
1466	1537.826005
1467	1537.762475
1468	1537.676949
1469	1537.607431
1470	1537.429619
1471	1537.284176
1472	1537.211363
1473	1537.048564
1474	1537.007278
1475	1536.91118
1476	1536.85456
1477	1536.77518
1478	1536.690373
1479	1536.533501
1480	1536.403796
1481	1536.335532
1482	1536.278593
1483	1536.210973
1484	1536.059215
1485	1535.96853
1486	1535.896735
1487	1535.819431
1488	1535.733863
1489	1535.573155
1490	1535.51619
1491	1535.470621
1492	1535.338802
1493	1535.294763
1494	1535.20249
1495	1535.052431
1496	1534.893687
1497	1534.81997
1498	1534.746938
1499	1534.669387
